# duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
1.000000,4.040742,0.000000,-0.000000,-0.578356,-0.247637,0.315074,0.600178,-0.399107,1.773476,0.000000,0.000000,-0.043784,0.051596,0.009957,-0.037650,0.014478,1.000943,0.000000,-0.000000,0.113963,-0.014830,-0.055995,-0.036656,0.037331,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,3.730893,-0.342931,0.551262,-0.383367,-0.865466,0.354398,0.901182,-0.519926,1.768073,0.000262,0.017080,0.015896,0.131804,-0.041919,-0.160056,0.090613,1.044757,0.043977,-0.072927,0.068160,0.020283,-0.027629,-0.032938,0.023670,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,3.426047,-0.312766,0.351639,-0.475008,-0.984021,0.475867,1.160921,-0.686236,1.821753,0.073687,-0.061566,0.094250,0.270595,-0.119076,-0.315196,0.184255,1.067353,0.013652,-0.020044,0.042681,0.011332,-0.023477,-0.025922,0.020227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,2.956443,-0.429389,0.784009,-0.452279,-0.911453,0.394863,0.865848,-0.505658,1.948702,0.118913,-0.204592,0.130871,0.228592,-0.113416,-0.215268,0.131852,1.085801,0.015600,-0.022857,0.042726,0.010730,-0.020451,-0.021652,0.016967,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,2.702383,-0.234224,0.275988,-0.530526,-0.740529,0.444950,0.953452,-0.584287,2.025653,0.080982,-0.034723,0.220533,0.119457,-0.157995,-0.229260,0.162506,1.106864,0.027585,-0.003290,0.041927,0.000718,-0.025928,-0.022066,0.019115,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,2.287206,-0.380495,0.722474,-0.424169,-0.601375,0.305272,0.536893,-0.322704,2.187153,0.122964,-0.262622,0.220899,0.083516,-0.101449,-0.086598,0.067121,1.144926,0.021430,-0.062049,0.013235,0.017009,0.006709,-0.004190,-0.004438,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,2.123103,-0.124760,0.171057,-0.333715,-0.153568,0.208819,0.267103,-0.197873,2.230984,0.037496,-0.002745,0.157754,-0.073601,-0.071161,-0.006508,0.032117,1.132631,-0.017592,-0.009255,-0.090777,0.006192,0.056257,0.042342,-0.043275,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,1.960165,-0.136462,0.187903,-0.443299,-0.126239,0.249423,0.267463,-0.217642,2.304337,0.040836,-0.105848,0.145695,-0.030824,-0.044597,-0.003064,0.015791,1.076522,-0.051253,0.044495,-0.171215,-0.008339,0.087423,0.070100,-0.067223,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,1.741311,-0.267112,0.036262,-0.722236,0.009951,0.446232,0.355335,-0.334235,2.322326,0.012096,-0.014028,0.067831,-0.036581,-0.023282,0.006884,0.006363,0.980510,-0.122108,-0.005130,-0.281132,0.015356,0.174003,0.132880,-0.127407,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,1.265508,-0.297970,0.702665,-0.811645,0.063187,0.282143,0.079475,-0.118562,2.341609,0.010644,-0.025954,0.049083,-0.027691,-0.014035,0.012835,-0.000607,0.766973,-0.138889,0.301306,-0.281303,-0.050132,0.097858,0.097183,-0.072118,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,1.164801,-0.017196,0.170602,-0.297640,0.109855,0.061947,-0.001151,-0.027479,2.345884,-0.002194,-0.005426,0.033420,-0.031644,-0.007781,0.018564,-0.004819,0.720879,-0.013150,0.078451,-0.083726,-0.019812,0.028485,0.032572,-0.021771,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,1.163738,-0.019020,-0.038048,-0.223542,-0.381113,0.196523,0.564958,-0.335434,2.346005,-0.000608,0.004437,0.031668,-0.042005,-0.007850,0.027968,-0.009456,0.721928,-0.001215,0.024641,0.011337,-0.003767,-0.010981,-0.010119,0.009677,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,0.928062,-0.265871,0.400129,-0.223800,-0.739616,0.269245,0.739026,-0.414846,2.350159,-0.002386,-0.010150,0.013541,-0.085517,0.015292,0.090013,-0.046459,0.741501,0.019131,-0.022323,0.022787,0.008758,-0.012042,-0.014474,0.010836,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,0.692328,-0.219021,0.357098,-0.228917,-0.653417,0.249779,0.662476,-0.376997,2.324493,-0.032805,0.044849,-0.001409,-0.131421,0.028755,0.121351,-0.062236,0.754174,0.006678,-0.011380,0.027192,0.003182,-0.016265,-0.014378,0.013639,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,0.483330,-0.220465,0.267856,-0.290145,-0.728860,0.318369,0.827954,-0.484733,2.291578,-0.036787,0.052957,0.009220,-0.143255,0.024979,0.127369,-0.063822,0.762843,0.006106,-0.002605,0.067088,0.010218,-0.041363,-0.043442,0.035892,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,0.173306,-0.304190,0.447866,-0.428473,-0.815937,0.391894,0.891286,-0.527821,2.262239,-0.033879,0.041148,-0.000399,-0.168502,0.038998,0.164517,-0.087303,0.794737,0.026806,-0.051568,0.081698,0.026463,-0.043931,-0.051729,0.040093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,-0.172069,-0.345183,0.470823,-0.421280,-0.679816,0.353182,0.730757,-0.445555,2.216818,-0.055821,0.053306,-0.049695,-0.267193,0.085382,0.291671,-0.160086,0.822568,0.025237,-0.020987,0.116920,0.032015,-0.070959,-0.082228,0.064751,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,-0.509140,-0.355070,0.264619,-0.587993,-0.514597,0.452165,0.752766,-0.508295,2.114382,-0.110736,0.168129,-0.034254,-0.351899,0.087178,0.324810,-0.169965,0.887319,0.067179,-0.061378,0.157109,0.053472,-0.092007,-0.111730,0.085379,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,-1.005546,-0.428845,0.552002,-0.859734,-0.786694,0.585852,1.084952,-0.690380,2.027643,-0.089849,0.128622,-0.022667,-0.363027,0.090703,0.345571,-0.181917,0.985343,0.096874,-0.072290,0.204574,0.074689,-0.121561,-0.154999,0.111563,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,-1.548393,-0.444510,0.887448,-0.612262,-0.691070,0.388076,0.677903,-0.416676,1.935079,-0.099192,0.152800,-0.023412,-0.327521,0.087452,0.293399,-0.159585,1.124192,0.107914,-0.208205,0.092448,0.099479,-0.024769,-0.076900,0.030910,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,-1.759483,-0.179613,0.203347,-0.521393,-0.499921,0.378919,0.730200,-0.465226,1.859021,-0.093349,0.041667,-0.176458,-0.401580,0.199441,0.510433,-0.303058,1.145069,-0.002114,-0.086075,-0.213488,0.001057,0.136274,0.131574,-0.113679,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,-2.113170,-0.317568,0.612089,-0.410794,-0.530977,0.281837,0.519308,-0.319737,1.636117,-0.207312,0.389501,-0.186736,-0.491669,0.173197,0.455128,-0.249678,0.998617,-0.135441,0.228887,-0.193818,-0.084848,0.084426,0.111382,-0.078392,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,-2.279013,-0.162808,0.087354,-0.520974,-0.488005,0.392216,0.758719,-0.488685,1.518546,-0.106195,0.194915,-0.057632,-0.440391,0.108829,0.427544,-0.227834,0.930812,-0.056839,0.007095,-0.205042,-0.045865,0.127641,0.141704,-0.109700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,-2.701194,-0.410434,0.636982,-0.480402,-0.691700,0.360485,0.734303,-0.439476,1.417782,-0.136254,0.096610,-0.154210,-0.706221,0.254748,0.806136,-0.454523,0.789806,-0.120708,0.215043,-0.117521,-0.077704,0.040509,0.072513,-0.040882,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,-2.991434,-0.212560,0.435987,-0.337935,-0.428545,0.233838,0.445357,-0.269108,1.124068,-0.301650,0.491198,-0.217192,-0.833461,0.286351,0.790650,-0.441259,0.761057,-0.002546,0.030531,-0.003839,-0.021081,-0.000018,0.010548,-0.002588,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,-3.124401,-0.110995,0.218380,-0.225371,-0.297292,0.165414,0.344076,-0.210710,0.898707,-0.217827,0.295688,-0.318577,-0.767236,0.329510,0.855544,-0.497136,0.772064,0.007759,-0.003778,0.032035,-0.002279,-0.018002,-0.013870,0.014111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,-3.240899,-0.122960,0.148889,-0.253719,-0.381225,0.217650,0.481256,-0.296507,0.578672,-0.350270,0.424930,-0.381322,-0.943183,0.402139,1.034517,-0.600868,0.788040,0.012743,-0.013076,0.059399,0.010587,-0.033817,-0.036158,0.029416,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,-3.447515,-0.211002,0.269076,-0.354740,-0.448658,0.295247,0.548471,-0.350214,0.164615,-0.405388,0.542782,-0.472703,-1.014243,0.473250,1.111676,-0.658662,0.817134,0.027013,-0.034167,0.069969,0.023745,-0.039153,-0.048196,0.035823,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,-3.699335,-0.216138,0.337950,-0.484970,-0.100356,0.266333,0.151757,-0.162533,-0.258674,-0.369236,0.614947,-0.616834,-0.811849,0.488424,0.901326,-0.574228,0.852167,0.029385,-0.043979,0.063304,0.023584,-0.033631,-0.040123,0.030493,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
