# duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
1.000000,1.532137,-0.000000,-0.000000,0.711692,-3.044079,3.216933,-1.409417,0.231687,2.323536,0.000000,-0.000000,5.879795,-12.954971,11.443958,-4.704709,0.754813,1.097975,-0.000000,0.000000,5.896989,-13.254301,11.717199,-4.797487,0.766460,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,1.238953,-0.791268,-0.235895,0.625412,0.008375,-0.374144,0.212391,-0.038433,2.742422,0.094731,-0.370414,0.823782,0.112655,-0.933213,0.578985,-0.111208,1.426834,-0.159948,-0.529500,0.928131,0.195488,-0.972063,0.567733,-0.105930,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,0.645391,-0.218725,0.327932,-0.179850,-0.021624,0.093115,-0.056638,0.011507,2.937740,0.305260,-0.205857,-0.370304,0.239088,0.205330,-0.199471,0.043730,1.350746,0.151973,-0.001335,-0.363420,0.143634,0.209814,-0.173774,0.036757,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,0.601108,0.017388,-0.018140,-0.065221,-0.002884,-0.005071,0.023910,-0.007588,2.955516,-0.125081,0.097325,0.180482,-0.195771,-0.073161,0.106641,-0.025398,1.354396,-0.102693,0.033643,0.120283,-0.127398,-0.060925,0.083528,-0.019997,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,0.543503,-0.161102,-0.082514,0.085157,0.064838,-0.020953,-0.029204,0.010009,2.920553,-0.075815,-0.201213,-0.090330,0.149102,0.033324,-0.071145,0.018167,1.280837,-0.127586,-0.146164,-0.027897,0.120998,0.020304,-0.056452,0.014578,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,0.409734,-0.021230,0.124596,-0.098763,-0.127650,0.014024,0.040863,-0.011411,2.682643,-0.285905,0.069977,0.052257,-0.115613,-0.012041,0.056024,-0.015670,1.078619,-0.154755,0.158540,0.040338,-0.114020,-0.012263,0.045596,-0.011884,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,0.330162,-0.343511,-0.424052,-0.051268,0.156011,0.019560,-0.039017,0.007782,2.431671,-0.285388,-0.076059,0.041418,0.116091,-0.004965,-0.053665,0.016040,1.030170,-0.043670,-0.092820,-0.042386,0.092674,0.011755,-0.037590,0.009723,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,-0.344332,-0.803205,0.131971,0.260396,-0.059083,-0.051125,0.015456,0.000034,2.185144,-0.083419,0.226964,-0.055760,-0.152304,0.009886,0.058615,-0.017230,0.927857,-0.084470,0.093965,0.034390,-0.072073,-0.009590,0.030475,-0.008006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,-0.849887,-0.157055,0.279970,-0.176870,-0.081673,0.042328,0.015695,-0.006818,2.171895,-0.125479,-0.237889,0.003126,0.173291,-0.000261,-0.061998,0.017049,0.912548,-0.002806,-0.042210,-0.020524,0.056880,0.005127,-0.025569,0.007095,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,-0.934310,-0.196335,-0.225158,-0.005023,0.126751,-0.006688,-0.032034,0.008603,1.939736,-0.152659,0.236699,0.050454,-0.161254,-0.014213,0.057347,-0.014729,0.890540,0.000606,0.054226,-0.004787,-0.052689,0.000713,0.024098,-0.007224,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,-1.264193,-0.320136,0.153556,0.095528,-0.086095,-0.018231,0.028186,-0.006178,1.941380,-0.003005,-0.170705,-0.105275,0.112368,0.020561,-0.045755,0.011743,0.905483,-0.018474,-0.059374,0.020704,0.059502,-0.006406,-0.026471,0.008454,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,-1.417562,-0.036100,0.034321,-0.083662,0.029317,0.021151,-0.015059,0.002609,1.761311,-0.300294,-0.046438,0.045706,-0.060152,-0.007368,0.036446,-0.010841,0.883417,0.031214,0.076150,-0.038887,-0.073708,0.012301,0.032707,-0.010516,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,-1.464986,-0.067512,-0.000344,0.035263,0.000515,-0.014406,0.003207,0.000236,1.418370,-0.390713,-0.024884,0.080905,0.070268,-0.016349,-0.039439,0.013253,0.912679,-0.043842,-0.089977,0.075372,0.110341,-0.012294,-0.040905,0.012047,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,-1.508025,-0.011482,0.017544,-0.034330,-0.015145,0.009794,0.004860,-0.002202,1.111409,-0.142308,0.162667,-0.126448,-0.139212,0.025329,0.053332,-0.016959,0.923421,0.221115,0.314663,-0.002651,-0.143052,-0.004733,0.043426,-0.010985,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,-1.538986,-0.077249,-0.051723,0.023150,0.029645,-0.007294,-0.010556,0.003567,0.927810,-0.425243,-0.354822,0.043064,0.193843,-0.010821,-0.065382,0.018763,1.341203,0.430272,-0.178233,-0.138149,0.100196,0.025138,-0.033469,0.007198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,-1.629446,-0.067498,0.039235,-0.017472,-0.040312,0.004280,0.014414,-0.004333,0.327213,-0.545375,0.242521,0.059306,-0.184273,-0.009081,0.065962,-0.017761,1.554158,0.035410,-0.090993,0.096572,-0.024216,-0.024518,0.016917,-0.003167,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,-1.701132,-0.125139,-0.087033,0.000711,0.045651,-0.000223,-0.015915,0.004449,-0.061489,-0.393467,-0.159557,-0.070985,0.138124,0.013715,-0.058363,0.015923,1.560163,0.003020,-0.004498,-0.017964,-0.003883,0.010485,-0.005249,0.001131,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
