# duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
3.620000,4.750460,-0.000000,0.000000,-1.446731,1.756247,-0.827010,0.173410,-0.013533,1.398985,-0.000000,-0.000000,-0.187861,0.186568,-0.073331,0.012967,-0.000846,1.007122,-0.000000,0.000000,-0.100582,0.153913,-0.085573,0.020444,-0.001777,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000
3.620000,3.597931,-0.095185,0.078256,-1.203993,1.358765,-0.612509,0.123472,-0.009257,1.224803,0.084198,0.194255,0.119486,-0.254840,0.115145,-0.021103,0.001402,1.001450,0.038274,-0.120702,-0.369549,0.608888,-0.326074,0.074368,-0.006158,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
3.620000,2.179270,-0.238231,0.477235,-0.288502,-0.221024,0.189518,-0.045116,0.003529,1.493468,0.074342,0.023048,-0.075582,-0.040713,0.050065,-0.013952,0.001236,1.079054,0.582726,0.235515,-0.735429,0.352330,-0.061653,0.002480,0.000221,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
3.620000,0.961312,-0.030470,-0.278583,-0.249146,0.336898,-0.120844,0.016722,-0.000709,1.285133,-0.031624,-0.047253,0.089801,-0.117426,0.066061,-0.015851,0.001343,0.949422,0.031441,-0.017388,-0.029321,0.026757,-0.026826,0.010348,-0.001221,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
3.620000,-0.030043,-0.469085,-0.000375,0.398074,-0.221794,0.017588,0.009161,-0.001442,0.985175,-0.365552,-0.260894,0.081446,0.231043,-0.180483,0.047162,-0.004171,0.703001,0.159096,-0.242544,-0.678457,0.881605,-0.394618,0.077676,-0.005708,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
3.620000,-1.136950,-0.356336,-0.003155,-0.485608,0.541532,-0.232792,0.045206,-0.003314,-0.261843,0.023013,0.203167,-0.549334,0.505758,-0.214391,0.042655,-0.003228,0.299306,-0.001536,0.080958,-0.234657,0.240439,-0.111953,0.024250,-0.001980,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
3.620000,-2.492583,-0.189082,0.049756,-0.180396,0.028893,0.019393,-0.005999,0.000438,-0.308222,0.030063,0.032336,-0.253830,0.235907,-0.102799,0.021566,-0.001738,0.362975,0.124754,-0.047186,-0.314055,0.531712,-0.277955,0.060242,-0.004718,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
3.620000,-3.995521,-0.259222,-0.169472,-0.278111,0.220809,-0.035748,-0.003448,0.000889,-0.833999,-0.150272,-0.074064,-0.292083,0.239680,-0.060996,0.004777,0.000076,0.949835,0.047262,0.079383,-0.240093,0.219800,-0.092022,0.018112,-0.001359,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
3.620000,-5.170128,-0.073603,-0.064149,0.305909,-0.282544,0.113355,-0.021183,0.001511,-1.592187,-0.044231,-0.036571,0.175354,-0.159539,0.062942,-0.011563,0.000811,0.997996,0.022784,0.011170,-0.101844,0.108243,-0.047641,0.009569,-0.000724,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
3.620000,-5.181013,-0.006977,-0.026634,0.051882,-0.034540,0.010915,-0.001672,0.000100,-1.598253,-0.000581,-0.017701,0.016386,-0.001548,-0.002601,0.000916,-0.000089,0.998954,0.010957,0.006076,-0.053535,0.057602,-0.025514,0.005136,-0.000389,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000
