# duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
1.810000,-3.932963,-0.000000,-0.000000,1.155704,-1.300974,0.605606,-0.133578,0.011630,1.681959,-0.000000,-0.000000,-0.018237,0.089700,-0.064540,0.017497,-0.001700,1.030010,-0.000000,0.000000,-0.262709,0.381424,-0.207507,0.050555,-0.004687,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.810000,-3.235027,0.292920,-0.147134,0.103861,0.029137,-0.044961,0.013768,-0.001386,1.789815,0.105917,-0.039423,-0.046648,0.012688,0.008545,-0.004037,0.000473,1.014134,0.068181,-0.006952,-0.064629,0.014986,0.019029,-0.008836,0.001062,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.810000,-2.735773,0.323154,-0.025159,-0.045786,0.011278,0.009240,-0.003786,0.000397,1.766082,-0.089900,0.006419,0.024097,-0.010174,-0.002745,0.001958,-0.000258,1.018961,0.015996,0.075862,0.018377,-0.026581,-0.003860,0.004620,-0.000660,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.810000,-2.312114,0.201796,0.048144,0.038606,-0.008812,-0.004580,0.001241,-0.000066,1.657211,-0.053643,-0.015367,-0.004060,0.007734,0.000794,-0.001306,0.000199,1.165568,0.009617,-0.101266,-0.000606,0.028511,0.000896,-0.003744,0.000569,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.810000,-1.704286,0.429275,-0.013914,-0.052644,-0.002862,0.004393,0.000411,-0.000181,1.550901,-0.026265,0.032788,-0.002029,-0.007871,0.000332,0.001221,-0.000214,1.075602,0.065080,0.138411,0.004943,-0.029239,-0.000603,0.003468,-0.000525,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.810000,-1.227473,0.032793,-0.103101,0.051395,0.019575,-0.003581,-0.001880,0.000363,1.550012,-0.006819,-0.004117,0.016161,0.010658,-0.001152,-0.001494,0.000268,1.439139,0.163797,-0.101154,-0.012481,0.026738,0.000930,-0.003186,0.000473,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.810000,-1.103604,0.307015,0.193780,-0.010853,-0.029919,0.000961,0.002716,-0.000419,1.676561,0.219971,0.093743,-0.020815,-0.017500,0.001084,0.001906,-0.000318,1.553317,0.104071,0.091758,0.011341,-0.023277,-0.001139,0.002805,-0.000409,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.810000,-0.211030,0.457203,-0.129958,-0.031296,0.025270,0.001623,-0.002594,0.000358,2.138417,0.141786,-0.121751,-0.005290,0.020051,-0.000069,-0.002118,0.000327,1.910191,0.160755,-0.087006,-0.015476,0.019373,0.001184,-0.002377,0.000342,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.810000,0.239483,0.151356,0.021432,0.031630,-0.013233,-0.001922,0.001942,-0.000275,2.124997,-0.045530,0.031826,0.009115,-0.016879,-0.000603,0.002020,-0.000298,1.993421,0.023694,0.036560,0.009921,-0.015860,-0.001138,0.001950,-0.000273,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.810000,0.642629,0.281485,0.019606,-0.000080,0.007769,0.000263,-0.001539,0.000251,2.060042,-0.111520,-0.082853,-0.005453,0.014967,0.000797,-0.001762,0.000249,2.073755,-0.023665,-0.086318,-0.013541,0.012980,0.001249,-0.001510,0.000202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
